Hips_quat,Hips_accel,Spine_quat,Spine_accel,Spine1_quat,Spine1_accel,Spine2_quat,Spine2_accel,Spine3_quat,Spine3_accel,Neck_quat,Neck_accel,Head_quat,Head_accel,RightShoulder_quat,RightShoulder_accel,RightArm_quat,RightArm_accel,RightForeArm_quat,RightForeArm_accel,RightHand_quat,RightHand_accel,LeftShoulder_quat,LeftShoulder_accel,LeftArm_quat,LeftArm_accel,LeftForeArm_quat,LeftForeArm_accel,LeftHand_quat,LeftHand_accel,RightUpLeg_quat,RightUpLeg_accel,RightLeg_quat,RightLeg_accel,RightFoot_quat,RightFoot_accel,LeftUpLeg_quat,LeftUpLeg_accel,LeftLeg_quat,LeftLeg_accel,LeftFoot_quat,LeftFoot_accel
0.555889 0.311759 0.412967 0.650578,-1.683048 7.947311 3.202887,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.227459 -0.710913 -0.270487 0.608031,7.855318 2.303037 -3.137625,NaN NaN NaN NaN,NaN NaN NaN,-0.150339 0.066267 0.862482 0.478677,-0.718811 4.601966 5.324678,NaN NaN NaN NaN,NaN NaN NaN,-0.234136 0.360475 -0.851769 0.299544,2.084247 -4.790492 9.48583,-0.345671 -0.132145 0.687217 0.625125,-6.81709 1.754557 13.524581,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.566114 -0.057966 -0.760815 -0.311955,-6.622183 -0.497666 3.342875,0.465606 0.207547 -0.47946 -0.71432,-4.205488 -1.634431 5.759758,NaN NaN NaN NaN,NaN NaN NaN,-0.354913 0.635585 0.409706 0.549735,-9.447354 1.556258 0.913183,0.697644 -0.200685 -0.681478 -0.092767,-8.206911 -0.539544 2.14768,-0.149708 0.604841 0.657523 0.423577,-6.992223 6.478664 1.784996,0.297654 -0.632275 0.219931 0.680632,6.372998 -0.504971 -1.065636,-0.043685 -0.897481 -0.165735 0.406388,4.473084 -5.176893 -2.322041,0.443712 0.57823 -0.523934 0.440752,-4.318842 -1.758943 18.084147
0.557356 0.306965 0.413257 0.651418,-2.45003 6.92908 3.225452,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.228573 -0.706498 -0.281402 0.607806,7.313205 2.734559 -3.484259,NaN NaN NaN NaN,NaN NaN NaN,-0.164025 0.046111 0.865393 0.471238,-0.48598 2.994894 4.28676,NaN NaN NaN NaN,NaN NaN NaN,-0.228154 0.374654 -0.853389 0.281615,2.073655 -5.857553 8.464452,-0.339048 -0.127113 0.688958 0.627874,-5.167105 2.702502 15.499655,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.559355 -0.062042 -0.763244 -0.317383,-6.441599 -0.984081 3.187241,0.449931 0.201778 -0.470314 -0.731882,-3.131831 -2.199914 5.697865,NaN NaN NaN NaN,NaN NaN NaN,-0.347961 0.63872 0.413085 0.548015,-9.730125 2.533722 1.253496,0.699012 -0.206789 -0.67942 -0.083718,-9.19931 -2.872406 1.582297,-0.152344 0.614178 0.65261 0.416746,-6.558851 5.824922 3.167781,0.316091 -0.6385 0.228658 0.663415,8.693819 0.927781 -2.187266,-0.049912 -0.894209 -0.171103 0.410637,4.701865 -4.227347 -2.541379,0.451798 0.572042 -0.525381 0.438886,-7.017149 -3.226948 29.124495
0.561356 0.300918 0.411586 0.651863,-1.978979 6.099461 3.236669,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.227834 -0.699978 -0.292399 0.61043,6.868176 2.903066 -3.072158,NaN NaN NaN NaN,NaN NaN NaN,-0.180929 0.023626 0.867638 0.462506,-0.912323 0.420049 3.383814,NaN NaN NaN NaN,NaN NaN NaN,-0.222974 0.387943 -0.852931 0.268871,2.636836 -8.12521 5.387615,-0.332577 -0.126801 0.693906 0.625946,-3.977326 2.378239 15.965263,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.550979 -0.066714 -0.766994 -0.322011,-6.92638 -1.252339 3.638459,0.429207 0.193315 -0.465236 -0.749644,-2.149893 -1.918097 6.055231,NaN NaN NaN NaN,NaN NaN NaN,-0.339763 0.639533 0.420657 0.546449,-9.679647 1.897093 1.734178,0.701143 -0.215037 -0.67569 -0.074837,-10.066377 -4.515944 1.393408,-0.15529 0.626692 0.6461 0.407059,-6.727401 4.58221 4.649028,0.317388 -0.64501 0.227881 0.656733,7.467337 2.547179 -1.755084,-0.059673 -0.886397 -0.175442 0.424217,3.771592 -6.459025 -2.909454,0.436849 0.556915 -0.542221 0.452775,-3.449246 -18.586527 27.323191
0.568381 0.295166 0.407501 0.650971,-2.204129 6.230055 3.023242,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.228547 -0.691808 -0.306123 0.612746,6.647624 2.191468 -1.914753,NaN NaN NaN NaN,NaN NaN NaN,-0.199398 0.000542 0.868969 0.452916,-1.583428 -3.108267 3.005781,NaN NaN NaN NaN,NaN NaN NaN,-0.215332 0.392407 -0.855246 0.261159,3.380948 -8.487031 2.791376,-0.324082 -0.129442 0.702053 0.620756,-3.523896 2.056238 16.646982,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.540613 -0.071323 -0.771989 -0.326623,-6.695527 -2.085625 3.930162,0.403724 0.182915 -0.464433 -0.766714,-0.66097 0.079608 6.719735,NaN NaN NaN NaN,NaN NaN NaN,-0.331494 0.638524 0.432117 0.543759,-9.625465 0.353338 2.284258,0.706108 -0.226964 -0.667303 -0.06786,-10.314278 -6.01376 0.694158,-0.158437 0.644247 0.636732 0.392957,-6.557685 4.840017 5.442296,0.300314 -0.662015 0.208663 0.654223,6.699525 3.264609 2.061568,-0.072847 -0.877056 -0.176643 0.440753,5.131653 -8.983501 -6.722564,0.425305 0.53533 -0.572607 0.452393,-16.105682 0.309104 -2.627619
0.575978 0.288945 0.401638 0.650728,-2.678597 6.760138 2.522615,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.23259 -0.685223 -0.321477 0.610756,6.383787 1.318515 -1.405039,NaN NaN NaN NaN,NaN NaN NaN,-0.217061 -0.01967 0.869422 0.443399,-2.48549 -5.802681 3.310651,NaN NaN NaN NaN,NaN NaN NaN,-0.206019 0.392023 -0.85913 0.256454,2.998784 -7.664558 2.299761,-0.313003 -0.134871 0.712596 0.613225,-2.20953 1.430419 16.259656,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.528585 -0.076671 -0.776936 -0.333302,-6.296955 -3.166914 4.178757,0.378806 0.172309 -0.466428 -0.780551,1.445425 2.404992 7.343566,NaN NaN NaN NaN,NaN NaN NaN,-0.321674 0.63513 0.446595 0.54193,-10.474757 -1.195421 3.765504,0.712749 -0.238644 -0.656843 -0.059969,-12.500412 -7.445281 1.015143,-0.163848 0.667132 0.623244 0.373706,-6.860533 5.757283 6.942447,0.278587 -0.678215 0.185914 0.654102,8.513611 0.095302 2.955626,-0.049941 -0.882392 -0.107275 0.455392,4.661715 -0.486587 -12.503218,0.385174 0.526962 -0.602168 0.459724,-22.580454 4.995962 10.204171
0.58336 0.280736 0.393953 0.652441,-2.442094 6.851704 2.82865,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.237095 -0.681506 -0.335301 0.60573,6.693311 1.163363 -1.184133,NaN NaN NaN NaN,NaN NaN NaN,-0.235265 -0.037934 0.868739 0.43417,-3.97058 -8.434513 4.981828,NaN NaN NaN NaN,NaN NaN NaN,-0.198891 0.393976 -0.860309 0.255135,2.340532 -7.808571 1.720257,-0.300379 -0.142837 0.724407 0.603826,-0.231717 1.363337 15.132719,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.515017 -0.084499 -0.780754 -0.34357,-6.313682 -4.005623 4.094276,0.358451 0.162081 -0.470403 -0.789914,2.403662 1.960766 7.459546,NaN NaN NaN NaN,NaN NaN NaN,-0.306355 0.62923 0.461655 0.545061,-11.030892 -3.028397 5.442762,0.7216 -0.253432 -0.64199 -0.053986,-18.418663 -8.595573 0.84937,-0.172556 0.696094 0.602719 0.349868,-7.784116 8.126365 8.158699,0.270198 -0.689011 0.174823 0.64938,9.690048 -1.234328 3.088913,-0.064011 -0.894836 -0.099525 0.430426,16.606791 3.141576 -12.69838,0.361387 0.514819 -0.63228 0.452308,-7.299478 -3.821483 6.66194
0.595759 0.275752 0.382053 0.650436,-1.103658 7.603613 1.308439,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.240095 -0.678504 -0.347942 0.600768,7.636235 0.939954 -0.569825,NaN NaN NaN NaN,NaN NaN NaN,-0.251016 -0.051069 0.867219 0.426982,-6.738611 -11.84744 5.955722,NaN NaN NaN NaN,NaN NaN NaN,-0.19355 0.401291 -0.857812 0.256247,1.844412 -9.60103 0.034382,-0.287327 -0.152757 0.737204 0.592147,1.306774 0.114282 13.985255,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.503188 -0.089308 -0.784027 -0.352318,-7.469606 -3.156381 3.412424,0.338875 0.150919 -0.478353 -0.795968,3.443328 1.350102 8.263235,NaN NaN NaN NaN,NaN NaN NaN,-0.281696 0.623656 0.472655 0.555246,-10.977156 -3.481254 5.619483,0.728821 -0.271554 -0.626634 -0.049076,-21.260172 -9.456519 -1.283233,-0.185725 0.72664 0.57684 0.323659,-8.504114 10.845977 6.511657,0.275945 -0.701102 0.174319 0.633974,14.693523 0.6172 0.760369,-0.10775 -0.86551 -0.17594 0.456429,15.882216 -5.015741 -11.391104,0.335007 0.507839 -0.655836 0.446933,-8.984252 -7.432035 8.028213
0.610438 0.274932 0.367873 0.645327,0.941556 10.640464 0.002603,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.241713 -0.676795 -0.358374 0.595896,9.330481 0.52595 0.314771,NaN NaN NaN NaN,NaN NaN NaN,-0.261224 -0.058763 0.865793 0.422743,-9.746523 -11.019939 8.563279,NaN NaN NaN NaN,NaN NaN NaN,-0.186968 0.410839 -0.85417 0.258163,0.762135 -11.677972 -1.008134,-0.274477 -0.164537 0.750217 0.578588,3.031536 -0.681327 12.997817,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.4945 -0.085099 -0.788288 -0.356131,-9.870092 -3.577136 2.737105,0.324488 0.14003 -0.489924 -0.796915,4.357171 0.727315 9.142236,NaN NaN NaN NaN,NaN NaN NaN,-0.24974 0.623276 0.474721 0.569031,-11.05943 -1.066824 3.858352,0.731697 -0.303271 -0.606806 -0.066578,-16.233235 -1.662998 -2.757252,-0.199814 0.753651 0.549053 0.30104,-11.081155 12.989916 4.532673,0.252761 -0.708014 0.154707 0.641011,13.485535 -0.088668 4.326881,-0.144703 -0.832612 -0.240233 0.477605,8.082485 -12.85103 7.161108,0.310778 0.502564 -0.675893 0.440471,-5.680813 -4.752376 6.663268
0.619658 0.272792 0.355959 0.644129,3.167954 13.328269 -0.813455,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.246198 -0.675966 -0.368178 0.588983,11.825339 -0.070064 0.747223,NaN NaN NaN NaN,NaN NaN NaN,-0.266064 -0.06618 0.864936 0.420375,-10.503517 -9.090735 11.237601,NaN NaN NaN NaN,NaN NaN NaN,-0.181336 0.421742 -0.849406 0.260309,-0.93815 -12.501475 -0.764075,-0.262504 -0.178792 0.762882 0.563148,4.398918 -1.537111 11.210132,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.487686 -0.073745 -0.792855 -0.357917,-11.389324 -4.634683 4.188626,0.317582 0.130171 -0.504888 -0.792013,3.994133 -0.00989 9.845891,NaN NaN NaN NaN,NaN NaN NaN,-0.213879 0.626905 0.470419 0.583054,-12.61887 -0.050031 0.542787,0.733849 -0.341826 -0.578631 -0.099029,-11.993705 5.520588 -4.47036,-0.211899 0.772991 0.525798 0.284816,-12.74716 11.157991 1.685178,0.246999 -0.717704 0.151096 0.633295,10.847286 -4.089152 -2.776474,-0.135885 -0.845126 -0.201221 0.476243,11.169805 -15.297273 -4.802238,0.288872 0.500221 -0.691131 0.434361,-6.385821 -6.144759 6.333813
0.624443 0.272392 0.348385 0.643818,4.688079 15.38138 -1.118091,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.252508 -0.675906 -0.3758 0.58152,15.00923 -1.252315 0.020519,NaN NaN NaN NaN,NaN NaN NaN,-0.267778 -0.074926 0.864349 0.419025,-8.809393 -9.792531 12.111395,NaN NaN NaN NaN,NaN NaN NaN,-0.179434 0.43675 -0.841623 0.262152,-1.035059 -12.45607 -0.823633,-0.251403 -0.193988 0.774868 0.546576,5.329219 -2.628823 9.471347,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.488917 -0.05437 -0.79444 -0.356187,-12.124611 -5.114702 6.421525,0.323157 0.123429 -0.522424 -0.779364,1.887298 -0.742137 10.534966,NaN NaN NaN NaN,NaN NaN NaN,-0.173602 0.637667 0.456581 0.595632,-13.116636 -0.000159 -4.496482,0.72349 -0.371829 -0.567733 -0.126434,-11.030206 11.186739 -8.291556,-0.224439 0.782247 0.507456 0.283204,-30.986127 0.540326 6.966428,0.247424 -0.720481 0.159058 0.628004,14.805997 1.390155 1.498906,-0.124998 -0.85989 -0.16261 0.467464,18.881176 1.984903 1.837798,0.270087 0.497742 -0.702347 0.431294,-8.988661 -9.570631 2.836816
0.627789 0.273399 0.344414 0.642272,3.227637 17.038583 -0.728715,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.25202 -0.677168 -0.376277 0.579952,16.997041 -1.536482 -0.852244,NaN NaN NaN NaN,NaN NaN NaN,-0.266165 -0.081331 0.864033 0.419511,-8.131296 -11.067761 12.701362,NaN NaN NaN NaN,NaN NaN NaN,-0.181346 0.45819 -0.829567 0.262668,-0.699885 -13.182044 -1.070609,-0.241167 -0.209042 0.78594 0.529564,5.670433 -3.935221 8.500294,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.498839 -0.025718 -0.793139 -0.348467,-13.163505 -6.882102 6.929048,0.343473 0.122322 -0.541273 -0.757686,-1.424577 -1.922594 10.652903,NaN NaN NaN NaN,NaN NaN NaN,-0.134303 0.652466 0.439801 0.60235,-13.008934 2.688738 -7.796825,0.707157 -0.372804 -0.587952 -0.123527,-9.206389 12.866939 -11.509143,-0.215197 0.77638 0.495473 0.324701,-30.400614 -3.094595 10.714644,0.238547 -0.724846 0.153961 0.627686,13.593964 0.557828 -1.589602,-0.11432 -0.856569 -0.143294 0.482376,17.181114 5.260967 -6.672729,0.255152 0.492709 -0.711617 0.430973,-7.744365 -7.956252 4.650606
0.625787 0.271643 0.344465 0.644937,1.617295 16.121189 -0.995251,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.240269 -0.677059 -0.370116 0.588962,17.065646 0.165175 0.173644,NaN NaN NaN NaN,NaN NaN NaN,-0.260657 -0.084802 0.864128 0.422078,-7.610236 -9.892014 13.42974,NaN NaN NaN NaN,NaN NaN NaN,-0.186413 0.479127 -0.81634 0.263204,-1.657826 -14.56135 -1.325796,-0.230474 -0.222486 0.796744 0.512426,6.102008 -4.956889 7.993482,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.506356 -0.008816 -0.789207 -0.347387,-13.359402 -9.070576 5.20187,0.377882 0.129221 -0.560065 -0.725833,-4.825464 -2.990191 9.490472,NaN NaN NaN NaN,NaN NaN NaN,-0.101481 0.661902 0.427896 0.607036,-14.576839 6.186242 -5.698933,0.689509 -0.355583 -0.622427 -0.103551,-5.434655 -5.719517 -24.834169,-0.186721 0.769766 0.478438 0.379068,-14.561816 -3.482314 3.843066,0.241325 -0.724386 0.158561 0.626008,15.440039 0.428853 -4.450185,-0.120075 -0.844177 -0.151714 0.49993,11.785585 6.813087 -1.497005,0.244307 0.487963 -0.718569 0.431121,-6.496936 -6.106655 6.360384
0.622112 0.268331 0.346614 0.648717,-0.626299 14.461572 -0.334468,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.224379 -0.675733 -0.361562 0.601924,15.956973 2.215163 2.136968,NaN NaN NaN NaN,NaN NaN NaN,-0.252621 -0.087279 0.864485 0.425711,-6.230627 -8.315809 13.350394,NaN NaN NaN NaN,NaN NaN NaN,-0.194709 0.49301 -0.805341 0.265433,-2.10557 -14.85447 -1.220243,-0.218741 -0.232644 0.807938 0.495244,6.306803 -5.306867 7.578313,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.510522 -0.000741 -0.784236 -0.352618,-12.042763 -5.790837 6.773051,0.42317 0.145068 -0.576748 -0.683552,-8.845221 -4.639075 6.737537,NaN NaN NaN NaN,NaN NaN NaN,-0.084243 0.65914 0.427837 0.612694,-12.795784 8.640826 -1.904534,0.687254 -0.364284 -0.617541 -0.116716,0.944765 -13.07419 -21.299619,-0.157856 0.758364 0.463956 0.429779,-3.527568 9.419954 -3.766717,0.246388 -0.721089 0.164954 0.62619,13.514733 5.32423 0.100543,-0.15292 -0.836213 -0.1932 0.489936,11.237351 -2.406766 -4.998654,0.23769 0.484579 -0.722848 0.431483,-7.050913 -6.859941 5.8733
0.625478 0.264992 0.344764 0.647838,-1.15388 14.189525 0.230931,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.211096 -0.67484 -0.353688 0.612318,14.331898 3.89057 2.923402,NaN NaN NaN NaN,NaN NaN NaN,-0.243241 -0.089719 0.865087 0.429428,-5.003099 -7.440004 12.5698,NaN NaN NaN NaN,NaN NaN NaN,-0.206455 0.503332 -0.794681 0.269285,-0.926727 -14.72702 -0.843317,-0.207001 -0.239487 0.81906 0.478474,6.087554 -5.057488 6.816958,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.517603 0.008682 -0.779223 -0.353303,-10.467334 -2.123641 8.053015,0.468342 0.165221 -0.590674 -0.635973,-13.092363 -8.076527 3.219439,NaN NaN NaN NaN,NaN NaN NaN,-0.084055 0.648426 0.437478 0.617326,-11.495649 9.210203 -1.945551,0.698639 -0.397256 -0.575281 -0.152128,-3.621653 1.228771 -4.062512,-0.14651 0.740065 0.467365 0.460878,-0.009931 10.69984 -3.193713,0.241423 -0.723776 0.159187 0.626516,13.740248 3.831999 -2.168814,-0.157559 -0.839436 -0.187755 0.485048,15.811797 -5.347609 -8.605118,0.235073 0.481617 -0.724985 0.432645,-6.91858 -6.579162 5.378194
0.633691 0.261501 0.339153 0.644227,0.247853 14.826953 -0.932024,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.201581 -0.673797 -0.348315 0.61971,12.940885 4.679498 3.05841,NaN NaN NaN NaN,NaN NaN NaN,-0.233145 -0.091977 0.865784 0.433129,-3.625815 -7.089903 11.345928,NaN NaN NaN NaN,NaN NaN NaN,-0.223012 0.512016 -0.782831 0.274374,-0.356549 -14.996904 -0.882999,-0.197317 -0.245624 0.829067 0.461933,5.479256 -5.808442 6.082847,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.524945 0.013288 -0.775344 -0.350851,-8.944135 0.811542 8.349797,0.503854 0.184485 -0.603826 -0.589484,-15.045155 -10.813189 2.012205,NaN NaN NaN NaN,NaN NaN NaN,-0.091105 0.63201 0.449423 0.624725,-8.923116 8.71885 -1.635773,0.698769 -0.446601 -0.51721 -0.211574,-4.21729 11.57155 -5.9288,-0.145582 0.721655 0.482225 0.474847,-1.215369 4.716231 -2.059215,0.235776 -0.725169 0.15631 0.627779,12.575826 0.307886 -3.41734,-0.142263 -0.833475 -0.159428 0.509572,12.389517 1.893141 -1.219067,0.234572 0.479379 -0.725487 0.434557,-6.982699 -5.382684 5.224232
0.634828 0.253869 0.336075 0.647763,1.333186 13.885945 -1.469156,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.196542 -0.673141 -0.344975 0.623895,11.561883 4.704988 3.591212,NaN NaN NaN NaN,NaN NaN NaN,-0.222568 -0.093563 0.866382 0.43714,-2.579162 -6.9525 9.459633,NaN NaN NaN NaN,NaN NaN NaN,-0.239536 0.509508 -0.776621 0.282637,0.346965 -14.518093 -1.5229,-0.189424 -0.249978 0.838098 0.446342,4.630224 -7.136494 5.700776,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.536868 0.016684 -0.770713 -0.342777,-9.426895 1.520644 7.558733,0.532489 0.203374 -0.613797 -0.546212,-14.05259 -10.720019 1.160078,NaN NaN NaN NaN,NaN NaN NaN,-0.104556 0.616122 0.46055 0.630361,-7.416531 7.471855 -0.800927,0.684909 -0.452713 -0.516162 -0.243982,-8.102166 16.3718 -0.94565,-0.145407 0.706885 0.49886 0.479905,-3.576764 0.0022 -0.501551,0.234628 -0.726159 0.159877 0.626164,10.323817 0.41428 -2.763996,-0.135257 -0.830387 -0.141081 0.521784,7.888517 2.51488 -5.102829,0.235181 0.477416 -0.725192 0.436876,-7.297775 -5.376162 4.670415
0.628057 0.241875 0.336141 0.658825,2.185186 10.450013 -0.677962,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.199197 -0.673004 -0.344987 0.623193,9.560956 4.161036 3.874247,NaN NaN NaN NaN,NaN NaN NaN,-0.211323 -0.094183 0.866792 0.44175,-2.209767 -6.67309 8.052784,NaN NaN NaN NaN,NaN NaN NaN,-0.249674 0.491106 -0.780044 0.296664,0.87336 -11.561818 -0.027724,-0.183207 -0.252366 0.84629 0.431902,2.801617 -7.094845 5.992628,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.550926 0.023293 -0.766831 -0.328493,-10.90602 -1.045477 6.921048,0.556603 0.221034 -0.619079 -0.508013,-12.656755 -11.862559 0.362371,NaN NaN NaN NaN,NaN NaN NaN,-0.118235 0.603913 0.467342 0.634745,-5.991115 5.698177 -0.048568,0.691589 -0.403312 -0.557063 -0.220739,-3.056 6.124624 -3.569607,-0.144623 0.693694 0.513498 0.483934,-6.545274 0.359553 0.367851,0.236289 -0.726036 0.167568 0.623667,10.09059 3.388811 -1.26721,-0.143075 -0.830082 -0.141735 0.520005,9.334281 2.305294 -7.631292,0.236778 0.475474 -0.724551 0.439189,-6.942653 -4.698309 4.998285
0.624477 0.231861 0.335028 0.666352,2.277844 7.129795 0.104567,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.206086 -0.671979 -0.34835 0.620182,8.130781 2.304009 2.745007,NaN NaN NaN NaN,NaN NaN NaN,-0.198742 -0.093444 0.867034 0.447239,-1.267821 -6.140932 6.989466,NaN NaN NaN NaN,NaN NaN NaN,-0.258589 0.475477 -0.78121 0.311071,0.912485 -8.993107 2.106869,-0.179051 -0.254738 0.853273 0.418299,1.06481 -7.292422 5.890176,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.557031 0.024792 -0.767119 -0.317224,-9.205712 -1.822884 7.227102,0.574588 0.234849 -0.6214 -0.478077,-10.894773 -13.981308 -0.489053,NaN NaN NaN NaN,NaN NaN NaN,-0.13007 0.597942 0.468713 0.637068,-5.242908 3.637652 0.647991,0.70553 -0.35204 -0.584467 -0.191558,-2.669128 0.692182 -6.32824,-0.145703 0.67763 0.528083 0.490628,-8.564033 1.059667 0.772492,0.230883 -0.726189 0.167742 0.625464,9.094993 4.455601 0.511787,-0.156385 -0.823694 -0.153819 0.522888,9.633768 0.157881 -4.068795,0.239167 0.473983 -0.723534 0.441177,-6.931808 -4.546032 4.92541
0.628914 0.22738 0.331062 0.665705,2.081959 6.524725 0.07355,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.213155 -0.669873 -0.35264 0.617641,7.069355 1.513487 1.628018,NaN NaN NaN NaN,NaN NaN NaN,-0.185305 -0.091015 0.867013 0.453505,-0.516179 -5.091719 6.531078,NaN NaN NaN NaN,NaN NaN NaN,-0.269412 0.465959 -0.77796 0.324156,0.794882 -8.824339 4.141138,-0.176311 -0.256415 0.859139 0.406258,-0.35079 -7.848403 4.611192,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.556349 0.012534 -0.768847 -0.314947,-7.311222 -0.988753 5.367032,0.583359 0.241461 -0.623623 -0.460958,-8.243627 -14.805089 -0.225306,NaN NaN NaN NaN,NaN NaN NaN,-0.14069 0.595876 0.466397 0.638445,-4.822938 1.390571 1.210331,0.713769 -0.328053 -0.588406 -0.191555,-2.635539 1.661438 -8.337257,-0.148895 0.658156 0.542196 0.500684,-8.146483 0.661054 0.330906,0.22046 -0.726919 0.161943 0.62989,8.832833 0.761378 -0.565957,-0.173439 -0.81194 -0.173925 0.52955,8.373363 -0.456222 -0.30946,0.242019 0.472839 -0.722415 0.442681,-6.961627 -4.167012 4.600375
